trajectory_id,n_total_steps,first_alarm_step,lead_steps,lead_fraction
d2e7371a456b,18,10.0,8.0,0.4444444444444444
d31b4039b6c7,178,25.0,153.0,0.8595505617977528
d38d72d05306,10,10.0,0.0,0.0
d3c037c3760a,15,3.0,12.0,0.8
d3f8f9d5c180,52,35.0,17.0,0.3269230769230769
d40549235770,24,20.0,4.0,0.16666666666666666
d43568bc918b,89,15.0,74.0,0.8314606741573034
d4675b70b7fb,28,15.0,13.0,0.4642857142857143
d47af0342572,35,10.0,25.0,0.7142857142857143
d480573610cf,27,15.0,12.0,0.4444444444444444
d4c465699001,33,25.0,8.0,0.24242424242424243
d54b939fce82,26,10.0,16.0,0.6153846153846154
d5aabd31d4c0,29,20.0,9.0,0.3103448275862069
d643124a6e8e,41,30.0,11.0,0.2682926829268293
d72226db01ed,60,45.0,15.0,0.25
d7b858156e2f,33,25.0,8.0,0.24242424242424243
d7e6026b2977,23,10.0,13.0,0.5652173913043478
d822061552a9,45,40.0,5.0,0.1111111111111111
d8bd45133e98,60,10.0,50.0,0.8333333333333334
d9bf5821ee5c,155,25.0,130.0,0.8387096774193549
da4e386866f2,15,10.0,5.0,0.3333333333333333
db29db276e33,34,15.0,19.0,0.5588235294117647
db66e4ff440a,41,20.0,21.0,0.5121951219512195
dbfafc72affd,74,70.0,4.0,0.05405405405405406
ddb69e75932d,22,10.0,12.0,0.5454545454545454
de4303e51d4c,33,10.0,23.0,0.696969696969697
dec3d47c6594,32,25.0,7.0,0.21875
dec78f536a21,34,30.0,4.0,0.11764705882352941
df729cd2c32d,44,20.0,24.0,0.5454545454545454
e16221a8cba0,28,15.0,13.0,0.4642857142857143
e22fadc8c659,52,30.0,22.0,0.4230769230769231
e37258f4d96b,23,20.0,3.0,0.13043478260869565
e404f7e8dfa4,37,15.0,22.0,0.5945945945945946
e470334c19d1,77,4.0,73.0,0.948051948051948
e4c3f7fac207,87,5.0,82.0,0.9425287356321839
e50103804a2d,41,10.0,31.0,0.7560975609756098
e5ca5f4c352b,36,20.0,16.0,0.4444444444444444
e6c0d9bcec9c,11,10.0,1.0,0.09090909090909091
e6de47351b63,39,15.0,24.0,0.6153846153846154
e72db58a6e12,17,2.0,15.0,0.8823529411764706
e734e125d4e7,56,15.0,41.0,0.7321428571428571
e7417c379cd7,70,35.0,35.0,0.5
e7be8fbcfe75,67,25.0,42.0,0.6268656716417911
e84dae7e2a0e,37,20.0,17.0,0.4594594594594595
e85680691fb0,36,30.0,6.0,0.16666666666666666
e862c455f093,18,15.0,3.0,0.16666666666666666
e8832a6f7588,40,15.0,25.0,0.625
e93ead946966,40,35.0,5.0,0.125
e9b3d95c6881,15,2.0,13.0,0.8666666666666667
e9ee02831d5f,49,20.0,29.0,0.5918367346938775
ea17ebbd0ea9,17,10.0,7.0,0.4117647058823529
ea5131636353,20,15.0,5.0,0.25
eaa13b31661d,6,4.0,2.0,0.3333333333333333
eb3a964f6572,26,20.0,6.0,0.23076923076923078
ebe2472c8e54,45,30.0,15.0,0.3333333333333333
ec55d4919d06,45,20.0,25.0,0.5555555555555556
ec7ca8be369d,37,35.0,2.0,0.05405405405405406
ecc18c964398,51,30.0,21.0,0.4117647058823529
ee1988d53c82,34,20.0,14.0,0.4117647058823529
ee2769850da9,107,30.0,77.0,0.719626168224299
ef0dce086079,35,20.0,15.0,0.42857142857142855
f010e1cafa43,28,15.0,13.0,0.4642857142857143
f06781c13189,37,25.0,12.0,0.32432432432432434
f0d2c8d934d5,18,10.0,8.0,0.4444444444444444
f11567a87d76,19,19.0,0.0,0.0
f12387f557b3,32,20.0,12.0,0.375
f125a11ab5c7,109,15.0,94.0,0.8623853211009175
f14829dd50d4,29,20.0,9.0,0.3103448275862069
f1f5428c4afa,39,25.0,14.0,0.358974358974359
f20f9d6d314e,33,20.0,13.0,0.3939393939393939
f223ac6485d7,48,20.0,28.0,0.5833333333333334
f25aa2b1b3ca,21,10.0,11.0,0.5238095238095238
f27a4e0ba447,154,10.0,144.0,0.935064935064935
f2e87763cbd4,29,15.0,14.0,0.4827586206896552
f334a3e6213a,41,20.0,21.0,0.5121951219512195
f3aa9920c7ab,42,25.0,17.0,0.40476190476190477
f3d4fc38d428,18,10.0,8.0,0.4444444444444444
f3efe0b5cd5a,31,15.0,16.0,0.5161290322580645
f43940e788b5,14,10.0,4.0,0.2857142857142857
f4dabe253054,40,15.0,25.0,0.625
f4e5bd7bf00a,85,30.0,55.0,0.6470588235294118
f542810d35a8,7,7.0,0.0,0.0
f562a0524223,67,15.0,52.0,0.7761194029850746
f63a99e11a29,16,10.0,6.0,0.375
f6d8191cf3d8,31,20.0,11.0,0.3548387096774194
f6d8337aba7f,62,20.0,42.0,0.6774193548387096
f72ea55ba67f,54,15.0,39.0,0.7222222222222222
f764f842e6de,73,20.0,53.0,0.726027397260274
f82ab064646f,49,25.0,24.0,0.4897959183673469
f889e0e02346,118,15.0,103.0,0.8728813559322034
f8d6d74729a3,37,15.0,22.0,0.5945945945945946
f9c181022df3,27,20.0,7.0,0.25925925925925924
f9ff1f801d27,23,10.0,13.0,0.5652173913043478
fa8832c2fabb,30,10.0,20.0,0.6666666666666666
faad2f7799b6,35,20.0,15.0,0.42857142857142855
fbf2474b9054,28,15.0,13.0,0.4642857142857143
fcc6d62b5a96,38,35.0,3.0,0.07894736842105263
fe030cb52edb,45,35.0,10.0,0.2222222222222222
fe1f510998d4,33,20.0,13.0,0.3939393939393939
fe469c771eae,29,10.0,19.0,0.6551724137931034
feb6bc34db33,43,20.0,23.0,0.5348837209302325
fff58ed6d224,42,2.0,40.0,0.9523809523809523
